AMAC,Channel,BandgapControl,RampGain,m,b
AMAC_B01,CH3_L_Gain23,8,3,0.0020943841213903304,-0.0504929633991754
AMAC_B01,CH3_L_Gain23,9,0,0.0024694993667897965,-0.05081655594656689
AMAC_B01,CH3_L_Gain23,9,1,0.0011685739248815674,-0.051113995394051356
AMAC_B01,CH3_L_Gain23,9,2,0.001964169794408535,-0.05222322468109929
AMAC_B01,CH3_L_Gain23,9,3,0.0020560034224861453,-0.052270317647634325
AMAC_B01,CH3_L_Gain23,10,0,0.0024258675641634607,-0.05693421300873656
AMAC_B01,CH3_L_Gain23,10,1,0.0011454408242354674,-0.052158572739707414
AMAC_B01,CH3_L_Gain23,10,2,0.0019141433178054593,-0.05460348550504292
AMAC_B01,CH3_L_Gain23,10,3,0.002009294882249264,-0.05550106386628034
AMAC_B01,CH3_L_Gain23,11,0,0.0023661316592552837,-0.054549006244113095
AMAC_B01,CH3_L_Gain23,11,1,0.0011180705487787255,-0.0502087987850246
AMAC_B01,CH3_L_Gain23,11,2,0.0018685261052510944,-0.051810555922782796
AMAC_B01,CH3_L_Gain23,11,3,0.0019553541686607276,-0.05232694218355673
AMAC_B01,CH3_L_Gain23,12,0,0.002306137515984771,-0.05423444018465027
AMAC_B01,CH3_L_Gain23,12,1,0.0010833684713387564,-0.04369004591331955
AMAC_B01,CH3_L_Gain23,12,2,0.0018225612330563963,-0.05077961071001029
AMAC_B01,CH3_L_Gain23,12,3,0.0019094682715122034,-0.05102612657593199
AMAC_B01,CH3_L_Gain23,13,0,0.002242630239904678,-0.049437276482442186
AMAC_B01,CH3_L_Gain23,13,1,0.0010689528118686031,-0.05013519134279706
AMAC_B01,CH3_L_Gain23,13,2,0.0017829290713619855,-0.051829276582420335
AMAC_B01,CH3_L_Gain23,13,3,0.0018643488370390987,-0.05015844269438073
AMAC_B01,CH3_L_Gain23,14,0,0.0021933317468435993,-0.04987495826531894
AMAC_B01,CH3_L_Gain23,14,1,0.0010386117463343128,-0.042786501077346654
AMAC_B01,CH3_L_Gain23,14,2,0.0017344939615717083,-0.046798153447700365
AMAC_B01,CH3_L_Gain23,14,3,0.0018194389252172531,-0.04857034147220222
AMAC_B01,CH3_L_Gain23,15,0,0.0021298832698654555,-0.043771336933741224
AMAC_B01,CH3_L_Gain23,15,1,0.0010119163042193525,-0.04237575847161284
AMAC_B01,CH3_L_Gain23,15,2,0.0016885318625847164,-0.04305172634101432
AMAC_B01,CH3_L_Gain23,15,3,0.0017688690985789614,-0.0434279021181375
AMAC_B01,CH3_R_Gain1,0,0,0.00186359212880716,-0.03610916113580194
AMAC_B01,CH3_R_Gain1,0,1,0.0008681143497819697,-0.032663302304280405
AMAC_B01,CH3_R_Gain1,0,2,0.0014491212598997391,-0.03193342126491596
AMAC_B01,CH3_R_Gain1,0,3,0.0015279466266448305,-0.033297498285377626
AMAC_B01,CH3_R_Gain1,1,0,0.0018385291781263429,-0.035708609685356496
AMAC_B01,CH3_R_Gain1,1,1,0.0008543316181549625,-0.031342476309426916
AMAC_B01,CH3_R_Gain1,1,2,0.0014383912904765734,-0.03222899525971221
AMAC_B01,CH3_R_Gain1,1,3,0.0015061314417397045,-0.030357988368078636
AMAC_B01,CH3_R_Gain1,2,0,0.0018151290521657643,-0.03257927340345583
AMAC_B01,CH3_R_Gain1,2,1,0.0008470338341207643,-0.034452684442723654
AMAC_B01,CH3_R_Gain1,2,2,0.0014195845155715197,-0.03140630388343561
AMAC_B01,CH3_R_Gain1,2,3,0.0014923005014881659,-0.0316484541105754
AMAC_B01,CH3_R_Gain1,3,0,0.0017888103922671893,-0.03256218517373828
AMAC_B01,CH3_R_Gain1,3,1,0.0008376635158493192,-0.03714235928305396
AMAC_B01,CH3_R_Gain1,3,2,0.0014066663505822778,-0.0365576331361948
AMAC_B01,CH3_R_Gain1,3,3,0.001481955618262107,-0.03761284366414941
AMAC_B01,CH3_R_Gain1,4,0,0.0017706069247617087,-0.03682171544487427
AMAC_B01,CH3_R_Gain1,4,1,0.0008278912306977315,-0.04039691346331004
AMAC_B01,CH3_R_Gain1,4,2,0.0013798563369260392,-0.03305626735256496
AMAC_B01,CH3_R_Gain1,4,3,0.001457908666749235,-0.03695345657681548
AMAC_B01,CH3_R_Gain1,5,0,0.0017476921857228678,-0.03816563337933428
AMAC_B01,CH3_R_Gain1,5,1,0.0008123737119494812,-0.03257355461880633
AMAC_B01,CH3_R_Gain1,5,2,0.0013681817862996257,-0.04087153714013812
AMAC_B01,CH3_R_Gain1,5,3,0.0014343036900853958,-0.03848920552358594
AMAC_B01,CH3_R_Gain1,6,0,0.0017122438863872472,-0.03734312637166437
AMAC_B01,CH3_R_Gain1,6,1,0.0007940920566147153,-0.02646410234500041
AMAC_B01,CH3_R_Gain1,6,2,0.0013409884530946792,-0.033444892362417857
AMAC_B01,CH3_R_Gain1,6,3,0.0014072192591856759,-0.0334456836019768
AMAC_B01,CH3_R_Gain1,7,0,0.0016758164348171503,-0.03200887620130511
AMAC_B01,CH3_R_Gain1,7,1,0.0007788590795105483,-0.022523159968896946
AMAC_B01,CH3_R_Gain1,7,2,0.0013168122108789958,-0.028308902266576473
AMAC_B01,CH3_R_Gain1,7,3,0.001380962459299652,-0.02896413179607782
AMAC_B01,CH3_R_Gain1,8,0,0.0016304397499652247,-0.02407079033892026
AMAC_B01,CH3_R_Gain1,8,1,0.0007659674071963553,-0.021908292850850282
AMAC_B01,CH3_R_Gain1,8,2,0.0012879686486784929,-0.024256516995824696
AMAC_B01,CH3_R_Gain1,8,3,0.0013508086595098647,-0.02383651854240192
AMAC_B01,CH3_R_Gain1,9,0,0.0015978074245826194,-0.025433994116950444
AMAC_B01,CH3_R_Gain1,9,1,0.0007515259585166996,-0.024831986725348483
AMAC_B01,CH3_R_Gain1,9,2,0.001258305509690584,-0.024104115675757504
AMAC_B01,CH3_R_Gain1,9,3,0.0013201139176531103,-0.02459235702438352
AMAC_B01,CH3_R_Gain1,10,0,0.001564846859030361,-0.0317626474015571
AMAC_B01,CH3_R_Gain1,10,1,0.0007370782294701859,-0.029843026146070564
AMAC_B01,CH3_R_Gain1,10,2,0.001233709217633506,-0.03167793795738647
AMAC_B01,CH3_R_Gain1,10,3,0.0012921584045287133,-0.030882960996454444
AMAC_B01,CH3_R_Gain1,11,0,0.0015210835328684483,-0.02785021047141769
AMAC_B01,CH3_R_Gain1,11,1,0.0007185291290725393,-0.026353244208896034
AMAC_B01,CH3_R_Gain1,11,2,0.0011961272859074615,-0.025753383197021897
AMAC_B01,CH3_R_Gain1,11,3,0.0012606436584854035,-0.02843533897385502
AMAC_B01,CH3_R_Gain1,12,0,0.0014846904124934993,-0.027966056403958682
AMAC_B01,CH3_R_Gain1,12,1,0.0006958453537524193,-0.020128110058013567
AMAC_B01,CH3_R_Gain1,12,2,0.0011610000935847037,-0.022674147759366343
AMAC_B01,CH3_R_Gain1,12,3,0.0012214061381945716,-0.024626349336339177
AMAC_B01,CH3_R_Gain1,13,0,0.0014465905951485621,-0.027294799839078454
AMAC_B01,CH3_R_Gain1,13,1,0.0006826173304928421,-0.02570088806397513
AMAC_B01,CH3_R_Gain1,13,2,0.001139203593390769,-0.026140091054294285
AMAC_B01,CH3_R_Gain1,13,3,0.001196576845811636,-0.027157794565941012
AMAC_B01,CH3_R_Gain1,14,0,0.0014059674849432938,-0.022542988103410495
AMAC_B01,CH3_R_Gain1,14,1,0.0006622993954494225,-0.018506548493405467
AMAC_B01,CH3_R_Gain1,14,2,0.0011069185503732122,-0.021466164725763764
AMAC_B01,CH3_R_Gain1,14,3,0.0011627821241848332,-0.022329798972055316
AMAC_B01,CH3_R_Gain1,15,0,0.0013730731747688585,-0.02147862117824149
AMAC_B01,CH3_R_Gain1,15,1,0.0006461222386111664,-0.01921797594246687
AMAC_B01,CH3_R_Gain1,15,2,0.0010803641553308683,-0.020302908264083496
AMAC_B01,CH3_R_Gain1,15,3,0.0011314992598531214,-0.019320384314586343
AMAC_B01,CH3_R_Gain23,0,0,0.002832105381124198,-0.05304989305470068
AMAC_B01,CH3_R_Gain23,0,1,0.0013105902379128161,-0.04649929022622457
AMAC_B01,CH3_R_Gain23,0,2,0.002226664755452633,-0.05319608180086508
AMAC_B01,CH3_R_Gain23,0,3,0.0023390658471976068,-0.053123627167838625
AMAC_B01,CH3_R_Gain23,1,0,0.002822596567998414,-0.05643031504369021
AMAC_B01,CH3_R_Gain23,1,1,0.0012945168285514942,-0.047872963757095405
AMAC_B01,CH3_R_Gain23,1,2,0.0022174044773908977,-0.053775078870629454
AMAC_B01,CH3_R_Gain23,1,3,0.0023144130038770384,-0.05051328122447698
AMAC_B01,CH3_R_Gain23,2,0,0.002798838890290428,-0.05399677177510859
AMAC_B01,CH3_R_Gain23,2,1,0.0012903475583902636,-0.05289663267619903
AMAC_B01,CH3_R_Gain23,2,2,0.002185278925208013,-0.05178467608283421
AMAC_B01,CH3_R_Gain23,2,3,0.0023019924920605578,-0.053729975056125055
AMAC_B01,CH3_R_Gain23,3,0,0.0027489986175077115,-0.05306540017896348
AMAC_B01,CH3_R_Gain23,3,1,0.001272394439185177,-0.05598234447366668
AMAC_B01,CH3_R_Gain23,3,2,0.0021539005432435324,-0.056571239211587965
AMAC_B01,CH3_R_Gain23,3,3,0.002263648293179796,-0.05608268318446169
AMAC_B01,CH3_R_Gain23,4,0,0.002714962279684724,-0.05699891142465385
AMAC_B01,CH3_R_Gain23,4,1,0.001253234460614346,-0.05727111664253333
AMAC_B01,CH3_R_Gain23,4,2,0.0021351156029082064,-0.060233819344802444
AMAC_B01,CH3_R_Gain23,4,3,0.002237930178660587,-0.05921654287566684
AMAC_B01,CH3_R_Gain23,5,0,0.0026742865308616495,-0.058564398002682164
AMAC_B01,CH3_R_Gain23,5,1,0.0012335297441816368,-0.04934171367822508
AMAC_B01,CH3_R_Gain23,5,2,0.002109195261176145,-0.06842167126499543
AMAC_B01,CH3_R_Gain23,5,3,0.002207333028069548,-0.06278098880794644
AMAC_B01,CH3_R_Gain23,6,0,0.0026301146952694443,-0.059356477526231056
AMAC_B01,CH3_R_Gain23,6,1,0.00120776406172974,-0.03966557739049674
AMAC_B01,CH3_R_Gain23,6,2,0.0020651367725335783,-0.05509554408655082
AMAC_B01,CH3_R_Gain23,6,3,0.0021662625840253445,-0.054973358097478955
AMAC_B01,CH3_R_Gain23,7,0,0.00257626814987497,-0.0511422113144762
AMAC_B01,CH3_R_Gain23,7,1,0.0011899029302748607,-0.0354050095675733
AMAC_B01,CH3_R_Gain23,7,2,0.0020169577941060797,-0.044169065501317606
AMAC_B01,CH3_R_Gain23,7,3,0.002119375704814112,-0.04668541002030557
AMAC_B01,CH3_R_Gain23,8,0,0.0025063016906891836,-0.03963290791142016
AMAC_B01,CH3_R_Gain23,8,1,0.0011524449380352422,-0.029506054698801555
AMAC_B01,CH3_R_Gain23,8,2,0.0019768892849100607,-0.03932169978247342
AMAC_B01,CH3_R_Gain23,8,3,0.002082596926553796,-0.04092304652613386
AMAC_B01,CH3_R_Gain23,9,0,0.0024509467012487803,-0.039752388750658826
AMAC_B01,CH3_R_Gain23,9,1,0.00114466105201334,-0.040131981011776736
AMAC_B01,CH3_R_Gain23,9,2,0.001932130241008019,-0.039368372803789686
AMAC_B01,CH3_R_Gain23,9,3,0.0020306359981863125,-0.03907608072263753
AMAC_B01,CH3_R_Gain23,10,0,0.0024045287038602426,-0.05092160751704694
AMAC_B01,CH3_R_Gain23,10,1,0.0011295632235227599,-0.047416612898373546
AMAC_B01,CH3_R_Gain23,10,2,0.0018955749145086252,-0.050595128625919375
AMAC_B01,CH3_R_Gain23,10,3,0.00198484399004913,-0.04907524091037644
AMAC_B01,CH3_R_Gain23,11,0,0.0023336591828543216,-0.044341381810547455
AMAC_B01,CH3_R_Gain23,11,1,0.0010956812107296423,-0.04001984527101006
AMAC_B01,CH3_R_Gain23,11,2,0.00183874093544099,-0.04246279702584368
AMAC_B01,CH3_R_Gain23,11,3,0.0019281091128346179,-0.04213094447603449
AMAC_B01,CH3_R_Gain23,12,0,0.002287979132020219,-0.04517063573109646
AMAC_B01,CH3_R_Gain23,12,1,0.0010529919692048213,-0.025952326069517945
AMAC_B01,CH3_R_Gain23,12,2,0.001782100573887873,-0.03744293658673482
AMAC_B01,CH3_R_Gain23,12,3,0.0018753873930442777,-0.04067341842777665
AMAC_B01,CH3_R_Gain23,13,0,0.0022125298037980446,-0.040708657460266286
AMAC_B01,CH3_R_Gain23,13,1,0.001039608140559429,-0.038363366588586044
AMAC_B01,CH3_R_Gain23,13,2,0.0017503996093341954,-0.04221291801481129
AMAC_B01,CH3_R_Gain23,13,3,0.0018328654765689205,-0.04090912444406573
AMAC_B01,CH3_R_Gain23,14,0,0.0021559197904544615,-0.036370302315592885
AMAC_B01,CH3_R_Gain23,14,1,0.0010038423156914118,-0.02663098012994837
AMAC_B01,CH3_R_Gain23,14,2,0.0017047302919039717,-0.03723861840247671
AMAC_B01,CH3_R_Gain23,14,3,0.0017844169980619025,-0.03660092563219512
AMAC_B01,CH3_R_Gain23,15,0,0.0020911599325782325,-0.0289710390939919
AMAC_B01,CH3_R_Gain23,15,1,0.0009812990005974083,-0.029086057861482887
AMAC_B01,CH3_R_Gain23,15,2,0.0016560519035324708,-0.031734006894385346
AMAC_B01,CH3_R_Gain23,15,3,0.001738283318731668,-0.03239026723330918
